ssn,first_name,middle_name,last_name,gender,current_age,street_address,email,marital_status,current_timestamp,street_address_med,state_med,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,deceased_status
f116104325,leronzo,turner,wyatt,m,59, 9  tara  court ,htlhkpntgq@hotmail.com,married-de-facto,2018-7-31t11:07+00:00, 9    tara    court ,vic,89,31,71,124,,low-energy,0
a115864256,queen,cea,spann,f,22, 31  napier  street ,spann.queen@mail.com.au,married,2018-7-31t04:58+00:00, 31    napier    street ,qld,105,34,76,181,,low-energy,0
d145096777,dominique,michael,james,m,42, 22  panorama  drive ,james47@aol.com,not-married,2018-7-31t04:23+00:00, 22    panorama    drive ,,72,20,75,237,,pneumonia,0
f111667008,charlotte,harrison,tinsley,f,22, 38  bligh  avenue ,jaossfbgle@gmail.com,married-de-facto,2018-7-31t15:21+00:00, 38    bligh    avenue ,nsw,84,,74,196,,insomnia,0
a105998711,barbara,pierce,west,f,29, 574  homer  street ,barbara.west@gmail.com,married,2018-7-31t01:19+00:00, 574    homer    street ,nsw,58,18,74,221,,occasionally-gets-heartburn,0
g189223967,twila,marieilustre,keefer,f,33, 39  regency  street ,keefer.twila@yahoo.com,widowed,2018-7-31t09:39+00:00, 39    regency    street ,qld,72,22,70,97,,vitamin-d-deficiency,0
c119330125,melinda,nicole,stafford,f,19, lagen  court ,melinda56@mail.com,married-de-facto,2018-7-31t24:43+00:00, lagen    court ,vic,77,30,75,157,,squamous-cell-carcinoma-in-situ-removed,0
d190325037,larry,anthony,noles,m,16, oxley  highway ,noles.larry@gmail.com,n/a,2018-7-31t16:26+00:00, oxley    highway ,nsw,51,18,73,125,0,shortness-of-breath,0
d179627807,steven,ricky,gwaltney,m,60, 18  sergison  circuit ,jtjfbgedgk@gmail.com,married-de-facto,2018-7-31t15:28+00:00, 18    sergison    circuit ,nt,70,19,77,167,1,shortness-of-breath,0
f194532229,tyler,bernard,lawrence,m,39, 9  martin  street ,lawrence11@hotmail.com,not-married,2018-7-31t12:29+00:00, 9    martin    street ,wa,75,20,76,176,0,right-thumb-pain,0
g160954575,nancy,michele,tyler,f,52, 9  mallan  place ,tyler.nancy@mail.com,married,2018-7-31t05:35+00:00, old    rubyvale    road ,qld,92,33,84,238,,wandering,0
d119151555,barbara,white,gray,f,44, 350  station  street ,barbara.gray@gmail.com,divorced,2018-7-31t16:40+00:00, 350    station    street ,vic,146,60,75,200,,pedal-edema,0
d186893283,toni,elizabeth,ray,f,52, 6  nile  close ,toni.ray@yahoo.com,married-de-facto,2018-7-31t18:53+00:00, 6    nile    close ,nsw,134,55,72,173,,fall,0
d161463058,kristina,paigekester,fontaine,f,44, 13  brown  street ,fontaine10@mail.com.au,married,2018-7-31t04:14+00:00, 13    brown    street ,nsw,103,36,78,172,,musculoskeletal-pain,0
d105756061,cornelia,johnson,witherspoon,f,22, 44  ford  street ,cornelia43@hotmail.com,not-married,2018-7-31t17:22+00:00, 44    ford    street ,nsw,134,49,79,183,,actinic-keratosis,0
c108251974,carroll,reece,chilen,m,34, 53  bougainville  street ,rorcqjbjsj@mail.com,not-married,2018-7-31t15:51+00:00, 53    bougainville    street ,act,130,35,75,111,0,fall,0
b124274317,ryan,irving,thompson,m,33, 93  church  road ,ryan83@yahoo.com,widowed,2018-7-31t12:19+00:00, 93    church    road ,vic,125,39,73,203,0,left-hand-trauma,0
f150184638,ann,justine,ballew,f,46, 180  stowport  road ,ballew.ann@hotmail.com,not-married,2018-7-31t23:52+00:00, 180    stowport    road ,tas,72,29,78,102,,occasional-dizziness,0
e105346054,ronald,brian,lingerfelt,m,20, farmhouse  oolloo ,ronald.lingerfelt@aol.com,married-de-facto,2018-7-31t02:52+00:00, farmhouse    oolloo ,nt,84,27,79,167,,vomiting,0
h195709390,michael,cline,albanese,m,29, 24  stevens  street ,michael13@mail.com,not-married,2018-7-31t17:39+00:00, 24    stevens    street ,,63,18,72,91,1,delusional-thoughts-r/t-recent-theft,0
b199850013,frederick,elliott,dixon,m,23, 10  valda  avenue ,frederick.dixon@mail.com.au,married,2018-7-31t16:25+00:00, 10    valda    avenue ,vic,80,21,73,151,,anxiety,0
d157325493,jennifer,priscilla,smith,f,52, 9  gregory  court ,jennifer17@mail.com.au,married,2018-7-31t01:38+00:00, 9    gregory    court ,nt,88,31,76,214,,ankle-swelling,0
d151633314,donald,anthonylopez,glouchenko,m,34, 48  lawson  street ,glouchenko.donald@yahoo.com,not-married,2018-7-31t02:42+00:00, 48    lawson    street ,nsw,68,19,73,212,0,back-pain,0
b154116297,shirley,dawn,lu,f,41, 110  cascade  street ,shirley42@mail.com,married-de-facto,2018-7-31t17:32+00:00, 110    cascade    street ,nsw,95,38,69,296,,fall.-fall-while-running-on-uneven-surface.-may-be-related-to-change-in-left-foot-running-gait.-resulted-in-superficial-scrapes-on-palms-and-knees.,0
e137558170,mark,w,stewart,m,34, glendhu  station ,mmkfqeogne@hotmail.com,married-de-facto,2018-7-31t01:46+00:00, glendhu    station ,qld,111,28,70,171,,head-cold,0
a198446083,rochelle,kilby,mccord,f,43, 1  brandy  hot  road ,mccord68@aol.com,married,2018-7-31t10:02+00:00, 1    brandy    hot    road ,vic,82,31,73,154,,arthritis,0
d180544452,deborah,monroe,price,f,31, 31  hawaii  court ,deborah.price@yahoo.com,married,2018-7-31t20:14+00:00, 31    hawaii    court ,sa,46,17,73,235,,chest-cold,0
i186748006,christine,baker,decker,f,43, channel  highway ,bnfrotaecm@aol.com,not-married,2018-7-31t09:31+00:00, channel    highway ,tas,123,43,80,216,,low-energy,0
h169547094,karri,d,barbee,f,26, 154  liverpool  street ,barbee.karri@hotmail.com,married,2018-7-31t24:26+00:00, 154    liverpool    street ,nsw,61,20,74,124,,dry-mouth,0
a183765616,robert,lee,martin,m,26, 51  greenmeadow  road ,smhocednel@hotmail.com,divorced,2018-7-31t19:50+00:00, 51    greenmeadow    road ,qld,137,37,73,153,0,drowsiness,0
f197336443,kimberly,louise,benninghoff,f,35, 22  bethany  street ,kimberly84@hotmail.com,married,2018-7-31t09:13+00:00, 22    bethany    street ,qld,145,49,72,223,,hypercholesterolemia,0
a143759206,kelly,h,lassiter,f,43, 2  cobblestone  grove ,gnshsfqksq@aol.com,married,2018-7-31t23:37+00:00, 2    cobblestone    grove ,nsw,90,32,75,157,,urinary-discomfort,0
b107424259,zakiem,Mr,schultz,m,58, 2  piper  crescent ,zakiem.schultz@hotmail.com,married-de-facto,2018-7-31t15:43+00:00, 2    piper    crescent ,vic,142,43,77,196,0,low-energy,0
a129790357,charles,keith,brown,m,35, bona  vista ,brown74@hotmail.com,married,2018-7-31t12:21+00:00, bona    vista ,nsw,140,39,77,173,,loss-of-consciousness,0
b166156063,angela,smith,mcclain-gray,f,35, 40  ambalindum  street ,angela.mcclain-gray@yahoo.com,not-married,2018-7-31t08:29+00:00, 40    ambalindum    street ,act,104,39,74,185,, prostate  cancer ,0
i100224960,amy,parrish,chandler,f,26, mandurang  road ,chandler.amy@yahoo.com,not-married,2018-7-31t16:42+00:00, mandurang    road ,vic,80,28,77,186,,disorientation-and-headache,0
b166583223,connie,ann,conner,f,20, waughs  pocket  road ,conner30@mail.com,married-de-facto,2018-7-31t14:29+00:00, waughs    pocket    road ,qld,78,30,76,134,,skin-infection--left-leg,0
h135654976,stephen,gene,lyle,m,30, 85  emery  avenue ,lyle.stephen@mail.com,married,2018-7-31t19:07+00:00, 85    emery    avenue ,nt,59,19,71,215,0,atrial-fibrillation,0
i129322039,linda,diana,gillespie,f,32, 47  maluka  road ,linda.gillespie@hotmail.com,married,2018-7-31t20:05+00:00, 47    maluka    road ,nt,118,51,70,196,,myocardial-infarction-w/-non-st-elevation,0
d122491363,david,eugene,harris,m,43, 5  maxwell  grove ,david.harris@mail.com,married,2018-7-31t02:23+00:00, 5    maxwell    grove ,vic,65,19,69,138,0,fall-w/-injuries,0
g162835157,chesson,aaron,ruth,m,53, 42  baguley  street ,efadpqbmqr@hotmail.com,not-married,2018-7-31t03:41+00:00, 42    baguley    street ,qld,110,38,71,152,,back-pain,0
e146412834,brian,robert,christopher,m,28, 6  keith  court ,christopher86@yahoo.com,not-married,2018-7-31t08:45+00:00, 6    keith    court ,vic,140,37,80,186,,basal-cell-carcinoma,0
h112213467,patricia,frances,dickerson,f,28, 99  moody  street ,patricia22@mail.com.au,divorced,2018-7-31t03:22+00:00, 99    moody    street ,qld,72,22,77,139,,musculoskeletal-pain-in-hands-and-legs,0
f123868096,caleb,theodore,kane,m,65, 8  whitehall  street ,oicfstsner@yahoo.com,married,2018-7-31t11:31+00:00, 8    whitehall    street ,nsw,89,25,80,146,0,depressed-mood,0
h150857338,catherine,m,crumpler,f,12, 119  gabo  crescent ,crumpler32@mail.com.au,n/a,2018-7-31t24:40+00:00, 119    gabo    crescent ,nsw,46,31,74,265,,drowsiness,0
e197447745,janita,wong,kull,f,26, veterans  parade ,janita54@mail.com.au,married-de-facto,2018-7-31t04:02+00:00, veterans    parade ,nsw,51,16,75,232,,fall,0
c157707729,earnest,lendell,burkhimer,m,37, 93  shakespeare  street ,earnest52@mail.com.au,married,2018-7-31t16:13+00:00, 93    shakespeare    street ,nsw,96,33,70,130,,osteopenia,0
h112159231,emily,s,burris,f,27, 34  landstrom  quadrant ,gtblqpersj@mail.com,not-married,2018-7-31t07:51+00:00, 34    landstrom    quadrant ,vic,45,14,84,136,,ileus;-post-operative-ileus,0
g157098985,maggie,monique,moran,f,20, 31  lowndes  street ,maggie.moran@yahoo.com,not-married,2018-7-31t12:43+00:00, 31    lowndes    street ,vic,87,28,70,225,,l-toe-infection,0
g157232019,barbara,williams,oettinger,f,37, 43  kurrajong  drive ,barbara28@yahoo.com,married,2018-7-31t13:04+00:00, 43    kurrajong    drive ,nt,134,43,72,182,,insomnia,0
a188598637,ashley,brogden,hampton,f,53, 6  janie  close ,qrqgtnjnbk@aol.com,married,2018-7-31t18:11+00:00, 6    janie    close ,qld,48,16,73,98,,l.-eye-cataract-extraction-and-lens-implant,0
g174249966,mary,ozell,alonso,f,45, 11  pacific  avenue ,mary.alonso@aol.com,married,2018-7-31t17:28+00:00, 11    pacific    avenue ,qld,59,18,77,151,,cardiac-amyloidosis,0
a183968297,gabriele,maria,petway,f,29, 12  curtis  way ,gabriele42@mail.com.au,married,2018-7-31t11:34+00:00, 12    curtis    way ,wa,102,38,76,92,,headache,0
b169749416,georgia,s,poole,f,26, 63  kilgariff  crescent ,mcbonqsdbi@mail.com.au,married,2018-7-31t10:26+00:00, 63    kilgariff    crescent ,nt,127,56,81,181,, prostate  cancer ,0
i120926324,gregory,stephen,jackson,m,57, 41  avoca  street ,jackson.gregory@yahoo.com,married,2018-7-31t05:46+00:00, 41    avoca    street ,nsw,116,33,74,160,0,dyspnea-on-exertion,0
h184507494,charin,kristine,whiteside,f,52, 218  hansen  street ,charin87@gmail.com,not-married,2018-7-31t21:46+00:00, 218    hansen    street ,vic,46,14,73,183,,glaucoma-in-os,0
e192182186,jonnie,ann,cotton,f,27, 45  reuben  street ,psoqpiooos@mail.com,married,2018-7-31t21:04+00:00, 41    leylands    parade ,nsw,82,35,75,171,,nausea,0
b157226075,kenneth,carroll,meek,m,33, 7  henry  ck ,meek.kenneth@yahoo.com,married,2018-7-31t14:09+00:00, 7    henry    ck ,vic,117,32,74,218,0,right-hip-reconstruction,0
i146843355,howard,jewel,skogerboe,m,22, 4  porter  street ,skogerboe66@mail.com.au,married,2018-7-31t13:47+00:00, 4    porter    street ,nt,138,40,66,110,0,worsening-urinary-frequency,0
f149193190,linda,shantai,gardner,f,18, 77  blessington  street ,ihgnjjlict@hotmail.com,n/a,2018-7-31t12:45+00:00, 77    blessington    street ,vic,84,27,78,146,,heel-pain,0
b165423053,nicholas,arthur,kearney,m,47, 24  veronica  drive ,kearney25@aol.com,,2018-7-31t01:42+00:00, 24    veronica    drive ,,105,32,68,264,,constipation,0
f169215632,sharon,e,novelli,f,39, 19  ashby  circuit ,novelli.sharon@mail.com,married-de-facto,2018-7-31t17:16+00:00, 19    ashby    circuit ,act,68,24,70,173,,low-energy,0
d106338634,grace,fuller,leggett,f,27, 83  strawberry  road ,grace90@gmail.com,married,2018-7-31t11:27+00:00, 83    strawberry    road ,qld,115,39,73,225,,gall-bladder-stones,0
c143982622,douglas,mahendra,cuthbertson,m,45, 109  badimara  street ,gdmrepgdsm@mail.com.au,married,2018-7-31t17:33+00:00, 109    badimara    street ,nsw,140,39,71,216,1,lyme-disease,0
a104347370,moises,theodore,awad,m,21, 5  musgrave  street ,moises54@mail.com,married,2018-7-31t04:13+00:00, 5    musgrave    street ,nsw,78,21,74,133,0,crying-as-a-result-of-worsened-depression,0
f195472410,mark,perry,buckner,m,25,,mark23@yahoo.com,married-de-facto,2018-7-31t23:39+00:00,,qld,97,34,76,247,0,accidental-overdose-on-sleeping-pills-vs-tia,0
h118926002,robert,david,condroski,m,31, 15  sanctuary  park  drive ,condroski63@mail.com.au,married,2018-7-31t15:57+00:00, 15    sanctuary    park    drive ,nsw,63,18,75,135,,polyps,0
c145051990,thomas,warner,washington,m,29, 17  amanda  crescent ,thomas100@gmail.com,not-married,2018-7-31t17:33+00:00, 17    amanda    crescent ,tas,123,34,72,169,0,hernia-sx,0
b178412519,camille,f,davis,f,34, 7  tern  grove ,camille.davis@aol.com,not-married,2018-7-31t08:47+00:00, 7    tern    grove ,vic,124,50,70,172,,cough,0
b182094140,steven,cecil,schlosser,m,36, 10  william  street ,schlosser29@mail.com.au,married,2018-7-31t07:22+00:00, 92    stock    road ,wa,114,39,76,124,,dizziness-related-to-tension-headaches,0
b170405621,craig,hale,ward,m,42, 48  hutton  street ,ward.craig@gmail.com,separated,2018-7-31t07:15+00:00, 48    hutton    street ,vic,99,35,81,129,,head-cold,0
c157930883,josephine,ann,maese,f,33, 20  south  avenue ,oaqlmactsp@mail.com.au,married,2018-7-31t05:35+00:00, 20    south    avenue ,nsw,92,33,66,215,,increased-confusion-secondary-to-ad,0
i120865202,patricia,karla,maggio,f,39, nanga  brook  road ,maggio.patricia@hotmail.com,married,2018-7-31t11:17+00:00, nanga    brook    road ,wa,101,38,81,83,,hip-pain,0
e175459942,hannah,ann,rice,f,45, bulldog  road ,rice41@mail.com,married,2018-7-31t21:15+00:00, bulldog    road ,nsw,136,55,80,193,,drowsiness,0
g104432830,martin,palathinkal,callands,m,42, 7  valencia  street ,callands.martin@hotmail.com,divorced,2018-7-31t07:30+00:00, 7    valencia    street ,,128,41,76,179,0,eczema-to-trunk,0
b133328132,jaime,edward,mcleod,m,35, 97  brickport  road ,jaime27@gmail.com,married,2018-7-31t22:42+00:00, 97    brickport    road ,tas,140,50,78,167,0,low-energy,0
c177175362,jason,justin,rowe,m,27, 8  charlton  crescent ,rowe.jason@gmail.com,married-de-facto,2018-7-31t23:40+00:00, 8    charlton    crescent ,act,71,39,77,272,0,thyroid-nodule-size-increase,0
g145054668,jessie,kelsey,smith,f,26, 176  horsley  road ,smith73@mail.com.au,married-de-facto,2018-7-31t01:10+00:00, 176    horsley    road ,nsw,102,44,72,148,,shortness-of-breath,0
c183929903,keisha,chalmers,smith,f,23, 15  delamere  street ,smith.keisha@aol.com,not-married,2018-7-31t11:50+00:00, 15    delamere    street ,nt,129,42,76,181,,atrial-fibrillation,0
b149370623,william,terrell,dorsett,m,45, 12  james  street ,william.dorsett@mail.com,not-married,2018-7-31t08:45+00:00, 12    james    street ,vic,76,27,73,105,0,insomnia,0
a169336996,stanley,delayne,elliot,m,38, 211  pine  street ,stanley.elliot@mail.com.au,separated,2018-7-31t07:02+00:00, 211    pine    street ,nsw,93,26,75,227,0,sweating,0
c101424325,steven,matthew,hamner,m,24,bromley,hamner.steven@mail.com,married,2018-7-31t24:42+00:00,bromley,nsw,136,37,85,183,,crying,0
i158005408,arden,gayle,richmond,f,35, 21  eliza  avenue ,richmond.arden@gmail.com,married,2018-7-31t04:56+00:00, 21    eliza    avenue ,qld,102,40,80,224,,rash-left-forearm,0
g141753041,marsha,roundtree,sponseller,f,37, 11  hilderson  street ,marsha.sponseller@mail.com,not-married,2018-7-31t02:03+00:00, 11    hilderson    street ,qld,140,60,76,139,,bruise-at-site-of-lumbar-puncture,0
a147573414,thomas,wayne,greene,m,36, 62  lavender  street ,thomas65@mail.com.au,not-married,2018-7-31t04:27+00:00, 62    lavender    street ,nsw,71,21,75,177,0,mrsa-infection-of-left-ear-and-neck,0
c191986925,david,ross,johnson,m,24, 10  bushlark  way ,johnson.david@mail.com.au,married,2018-7-31t22:04+00:00, 10    bushlark    way ,qld,111,36,76,203,0,muscle-spasms;-bilateral-calf,0
d122478419,steven,aaron,valentine,m,38, 149  pyrmont  street ,,married,2018-7-31t06:18+00:00, 149    pyrmont    street ,,74,26,73,181,,musculoskeletal-pain--pain-in-right-knee,0
b112558982,edward,larry,humphrey,m,17, 3  sarah  jane  avenue ,edward20@aol.com,n/a,2018-7-31t19:20+00:00, 3    sarah    jane    avenue ,nsw,55,19,78,171,0,flu,0
g190433554,bobby,anthony,khan,m,26, 81  millcrest  street ,bobby.khan@aol.com,married,2018-7-31t14:25+00:00, 81    millcrest    street ,wa,98,28,76,206,1,mild-back-pain,0
a159112127,ursula,marie,davis,f,48, 17  stephenson  street ,davis.ursula@mail.com.au,not-married,2018-7-31t04:41+00:00, 17    stephenson    street ,qld,95,40,79,75,,depression,0
e148136604,isaiah,daniel,dash,m,24, 34  chillawong  circuit ,dash15@yahoo.com,married-de-facto,2018-7-31t10:17+00:00, 34    chillawong    circuit ,nsw,88,31,74,177,,bronchitis,0
e142853175,john,gary,mcduffie,m,23, 1  garema  court ,john.mcduffie@aol.com,married,2018-7-31t23:54+00:00, 1    garema    court ,qld,99,27,70,238,,periodic-leg-movements-in-sleep,0
g133813792,phillip,josue,woessner,m,25, 38  great  western  highway ,phillip.woessner@gmail.com,not-married,2018-7-31t06:48+00:00, 38    great    western    highway ,nsw,129,42,76,179,0,urinary-tract-infection,0
d150915937,emma,rose,Mrs,f,32, 21  williamson  street ,emma11@mail.com,married,2018-7-31t01:26+00:00, 21    williamson    street ,act,61,25,72,230,,right-foot-pain,0
b188824534,ashley,o,pearce,f,34, 12  story  place ,ashley.pearce@gmail.com,married,2018-7-31t18:42+00:00, 12    story    place ,act,112,47,78,199,,tenderness-at-lp-injection-site,0
c182977793,judy,m,turkovics,f,45, 15  bluebonnet  crescent ,judy50@yahoo.com,not-married,2018-7-31t02:43+00:00, 15    bluebonnet    crescent ,nsw,67,21,72,192,,hypothyroidism,0
e165979546,beverly,grayce,devlin,f,43, 145  erickson  crescent ,devlin.beverly@mail.com.au,married,2018-7-31t02:24+00:00, 145    erickson    crescent ,nt,108,46,79,199,,agitation,0
a150835134,charlette,walser,hodgman,f,57, 11  batchelor  road ,charlette100@aol.com,married,2018-7-31t21:31+00:00, 11    batchelor    road ,qld,89,34,70,224,,pedal-edema,0
a136526721,jennifer,leah,byrd,f,25, 15  hibiscus  way ,bmpphtkhmj@aol.com,divorced,2018-7-31t20:39+00:00, 15    hibiscus    way ,nsw,96,37,70,191,,picc-associated-nonocclusive-dvt,0
b183768241,kimberly,jean,knight,f,65, 15  bradley  road ,knight.kimberly@mail.com,married,2018-7-31t07:55+00:00, 15    bradley    road ,nsw,93,40,72,191,,upper-chest-actinic-keratosis,0
e181284800,gloribel,faires,heller,f,26, 37  ledbury  crescent ,heller35@yahoo.com,married,2018-7-31t16:43+00:00, 37    ledbury    crescent ,vic,116,42,75,133,,lightheadedness,0
e152162120,melissa,redshaw,monroe,f,49, 24  anderson  street ,melissa33@yahoo.com,not-married,2018-7-31t14:54+00:00, 24    anderson    street ,vic,96,42,76,154,,coughing,0
b191011858,laura,bollinger,spinks,f,38, 10  jarawee  road ,qligblkidg@hotmail.com,divorced,2018-7-31t19:10+00:00, 10    jarawee    road ,qld,61,22,76,202,,itchy-spots-on-body,0
b152660495,norman,wayne,jordan,m,33, 3  wentworth  drive ,norman54@mail.com.au,married,2018-7-31t05:42+00:00, 3    wentworth    drive ,nsw,104,29,69,170,1,fall,0
b120961255,sun,m,davison,f,28, 304  westbury  road ,davison.sun@gmail.com,married,2018-7-31t14:17+00:00, 304    westbury    road ,tas,111,40,73,203,,left-knee-osteoarthritis,0
g176995181,donna,b,fowler,f,38, ma  ma  creek  road ,fowler.donna@mail.com.au,married-de-facto,2018-7-31t05:46+00:00, ma    ma    creek    road ,qld,137,60,71,217,,low-energy,0
a199949096,shannon,,davis,m,37, 26  robinia  close ,kjqqcmaitr@yahoo.com,not-married,2018-7-31t20:21+00:00, 26    robinia    close ,,128,37,72,213,0,dizziness,0
d147002755,charlene,lee,hyde,f,41, 26  jubilee  avenue ,hyde71@hotmail.com,married,2018-7-31t10:22+00:00, 26    jubilee    avenue ,nsw,119,39,72,225,,wrist-pain-due-to-rt-corpal-tunnel-symtoms,0
d148776624,kathleen,lee,prear,f,19, 52  liege  street ,prear34@gmail.com,not-married,2018-7-31t09:16+00:00, 35    marble    street ,wa,55,22,75,187,,back-pain,0
b133023023,mark,allen,schwartz,m,70, 20  kathryn  street ,mark.schwartz@mail.com,married-de-facto,2018-7-31t15:03+00:00, 20    kathryn    street ,vic,90,27,77,110,,drowsiness,0
